date,periodname,PW,Under_5yrs,Above_5yrs,Total_incidence_cases,LGA,date_alignment,total_check
2021-01-01,0,0,17,38,55,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-02-01,0,41,20,24,85,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-03-01,0,162,53,101,316,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-04-01,0,175,77,132,384,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-05-01,0,66,42,37,145,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-06-01,0,59,62,47,168,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-07-01,0,113,51,42,206,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-08-01,0,107,53,68,228,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-09-01,0,63,15,42,120,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-10-01,0,99,31,35,165,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-11-01,0,111,39,71,221,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-12-01,0,151,66,122,339,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-01-01,0,75,20,47,142,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-02-01,0,83,41,60,184,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-03-01,0,203,65,142,410,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-04-01,0,46,39,29,114,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-05-01,0,90,39,50,179,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-06-01,0,67,40,42,149,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-07-01,0,107,33,77,217,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-08-01,0,92,25,63,180,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-09-01,0,69,47,37,153,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-10-01,0,112,56,69,237,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-11-01,0,269,123,161,553,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-12-01,0,111,84,71,266,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-01-01,0,217,68,140,425,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-02-01,0,111,62,75,248,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-03-01,0,133,65,84,282,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-04-01,0,145,66,90,301,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-05-01,0,59,21,50,130,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-06-01,0,177,55,131,363,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-07-01,0,181,68,121,370,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-08-01,0,44,31,22,97,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-09-01,0,121,61,67,249,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-10-01,0,217,51,120,388,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-11-01,0,178,112,101,391,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-12-01,0,163,36,90,289,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-01-01,0,211,73,139,423,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-02-01,0,126,48,72,246,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-03-01,0,144,59,97,300,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-04-01,0,157,47,79,283,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-05-01,0,233,78,111,422,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-06-01,0,171,92,118,381,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-07-01,0,252,105,155,512,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-08-01,0,313,117,237,667,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-09-01,0,353,129,210,692,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-10-01,0,302,89,243,634,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-11-01,0,227,58,173,458,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-12-01,0,250,62,184,496,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-01-01,0,410,121,372,903,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-02-01,0,526,135,430,1091,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-03-01,0,504,134,387,1025,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-04-01,0,470,112,404,986,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-05-01,0,798,233,720,1751,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-06-01,0,1422,472,1185,3079,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-07-01,0,1326,551,1167,3044,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-08-01,0,1877,806,1714,4397,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-09-01,0,1955,737,1706,4398,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-10-01,0,1657,588,1365,3610,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-11-01,0,1426,437,1253,3116,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-12-01,0,2347,694,2114,5155,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-01-01,0,1337,375,1048,2760,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-02-01,0,1573,413,1331,3317,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-03-01,0,1810,476,1499,3785,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-04-01,0,1343,504,1193,3040,Aba North,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-01-01,0,97,249,290,636,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-02-01,0,421,131,327,879,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-03-01,0,605,184,285,1074,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-04-01,0,934,407,662,2003,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-05-01,0,660,258,434,1352,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-06-01,0,1242,345,929,2516,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-07-01,0,1148,466,860,2474,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-08-01,0,3112,331,2866,6309,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-09-01,0,868,264,592,1724,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-10-01,0,852,329,568,1749,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-11-01,0,995,289,631,1915,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-12-01,0,461,203,254,918,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-01-01,0,395,162,274,831,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-02-01,0,413,252,329,994,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-03-01,0,561,246,356,1163,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-04-01,0,555,203,348,1106,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-05-01,0,762,237,503,1502,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-06-01,0,703,278,481,1462,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-07-01,0,621,281,448,1350,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-08-01,0,712,247,465,1424,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-09-01,0,723,255,439,1417,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-10-01,0,897,276,593,1766,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-11-01,0,932,411,492,1835,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-12-01,0,688,235,490,1413,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-01-01,0,847,248,597,1692,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-02-01,0,555,186,334,1075,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-03-01,0,764,228,511,1503,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-04-01,0,616,241,424,1281,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-05-01,0,916,288,657,1861,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-06-01,0,810,348,524,1682,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-07-01,0,741,240,567,1548,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-08-01,0,934,487,733,2154,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-09-01,0,794,304,568,1666,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-10-01,0,1001,405,741,2147,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-11-01,0,955,452,675,2082,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-12-01,0,881,361,639,1881,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-01-01,0,1140,405,840,2385,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-02-01,0,939,554,694,2187,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-03-01,0,670,417,439,1526,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-04-01,0,793,445,540,1778,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-05-01,0,989,327,803,2119,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-06-01,0,759,396,540,1695,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-07-01,0,775,317,547,1639,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-08-01,0,719,219,495,1433,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-09-01,0,607,279,448,1334,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-10-01,0,975,299,732,2006,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-11-01,0,923,336,689,1948,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-12-01,0,950,389,733,2072,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-01-01,0,1214,385,909,2508,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-02-01,0,1374,591,1093,3058,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-03-01,0,1293,522,967,2782,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-04-01,0,1411,558,1086,3055,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-05-01,0,1481,585,1142,3208,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-06-01,0,2209,740,1797,4746,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-07-01,0,1599,568,1300,3467,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-08-01,0,2650,999,2196,5845,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-09-01,0,1784,944,1493,4221,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-10-01,0,1861,599,1517,3977,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-11-01,0,1452,525,1186,3163,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-12-01,0,2201,769,1918,4888,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-01-01,0,1340,550,1037,2927,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-02-01,0,1583,663,1303,3549,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-03-01,0,1832,623,1563,4018,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-04-01,0,1705,634,1401,3740,Aba South,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-01-01,0,0,12,27,39,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-02-01,0,20,16,19,55,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-03-01,0,25,8,15,48,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-04-01,0,17,15,17,49,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-05-01,0,39,12,35,86,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-06-01,0,32,10,27,69,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-07-01,0,26,10,21,57,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-08-01,0,33,23,30,86,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-09-01,0,57,16,54,127,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-10-01,0,18,15,14,47,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-11-01,0,35,6,33,74,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-12-01,0,36,7,32,75,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-01-01,0,21,6,11,38,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-02-01,0,22,9,20,51,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-03-01,0,25,17,18,60,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-04-01,0,21,11,20,52,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-05-01,0,32,6,24,62,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-06-01,0,20,5,17,42,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-07-01,0,44,17,39,100,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-08-01,0,23,10,21,54,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-09-01,0,31,10,29,70,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-10-01,0,48,5,46,99,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-11-01,0,15,6,12,33,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-12-01,0,29,11,27,67,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-01-01,0,22,5,20,47,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-02-01,0,9,1,7,17,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-03-01,0,9,1,9,19,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-04-01,0,11,2,11,24,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-05-01,0,0,0,0,0,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-06-01,0,34,6,33,73,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-07-01,0,16,8,14,38,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-08-01,0,77,9,73,159,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-09-01,0,34,9,34,77,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-10-01,0,15,9,14,38,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-11-01,0,50,15,40,105,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-12-01,0,34,25,33,92,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-01-01,0,93,46,93,232,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-02-01,0,99,43,99,241,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-03-01,0,115,35,99,249,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-04-01,0,135,33,116,284,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-05-01,0,158,43,139,340,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-06-01,0,175,57,154,386,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-07-01,0,199,52,178,429,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-08-01,0,273,64,234,571,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-09-01,0,808,139,761,1708,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-10-01,0,813,131,776,1720,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-11-01,0,959,193,921,2073,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-12-01,0,1004,137,910,2051,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-01-01,0,717,120,660,1497,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-02-01,0,628,100,575,1303,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-03-01,0,444,70,404,918,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-04-01,0,1325,149,1274,2748,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-05-01,0,2005,295,1949,4249,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-06-01,0,9486,1187,9366,20039,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-07-01,0,5405,808,5267,11480,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-08-01,0,8612,1718,8433,18763,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-09-01,0,5715,1110,5595,12420,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-10-01,0,5572,1095,5432,12099,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-11-01,0,5659,805,5489,11953,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-12-01,0,3887,775,3803,8465,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-01-01,0,3771,1054,3666,8491,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-02-01,0,3284,866,3088,7238,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-03-01,0,4286,574,4194,9054,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-04-01,0,3711,591,3564,7866,Arochukwu,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-01-01,0,0,22,41,63,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-02-01,0,81,35,73,189,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-03-01,0,120,70,118,308,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-04-01,0,129,95,115,339,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-05-01,0,193,87,183,463,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-06-01,0,145,72,140,357,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-07-01,0,159,86,154,399,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-08-01,0,171,74,159,404,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-09-01,0,159,70,152,381,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-10-01,0,87,36,77,200,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-11-01,0,76,63,73,212,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-12-01,0,147,53,134,334,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-01-01,0,93,56,92,241,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-02-01,0,85,46,76,207,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-03-01,0,66,31,55,152,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-04-01,0,69,32,60,161,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-05-01,0,135,164,113,412,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-06-01,0,137,78,98,313,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-07-01,0,129,63,111,303,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-08-01,0,183,123,181,487,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-09-01,0,159,75,144,378,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-10-01,0,98,51,79,228,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-11-01,0,131,42,95,268,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-12-01,0,131,59,108,298,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-01-01,0,148,66,125,339,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-02-01,0,86,49,70,205,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-03-01,0,71,39,56,166,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-04-01,0,218,122,205,545,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-05-01,0,22,13,22,57,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-06-01,0,137,79,123,339,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-07-01,0,388,274,378,1040,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-08-01,0,38,14,34,86,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-09-01,0,43,31,39,113,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-10-01,0,46,26,30,102,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-11-01,0,70,33,52,155,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-12-01,0,4,0,2,6,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-01-01,0,190,90,166,446,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-02-01,0,79,47,60,186,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-03-01,0,161,92,137,390,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-04-01,0,323,142,295,760,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-05-01,0,601,266,549,1416,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-06-01,0,574,300,521,1395,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-07-01,0,730,348,687,1765,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-08-01,0,1153,347,1105,2605,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-09-01,0,1106,379,1038,2523,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-10-01,0,1030,285,949,2264,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-11-01,0,1144,297,1083,2524,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-12-01,0,1247,277,1200,2724,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-01-01,0,947,255,885,2087,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-02-01,0,1081,397,1019,2497,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-03-01,0,449,147,431,1027,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-04-01,0,1921,423,1837,4181,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-05-01,0,1859,411,1767,4037,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-06-01,0,8199,1489,8012,17700,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-07-01,0,4288,745,4192,9225,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-08-01,0,5955,1243,5762,12960,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-09-01,0,3115,1142,3001,7258,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-10-01,0,3332,1022,3224,7578,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-11-01,0,3376,1158,3267,7801,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-12-01,0,3533,978,3407,7918,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-01-01,0,2614,865,2521,6000,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-02-01,0,2604,790,2525,5919,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-03-01,0,3508,949,3410,7867,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-04-01,0,2594,795,2525,5914,Bende,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-01-01,0,1,1,1,3,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-02-01,0,75,18,59,152,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-03-01,0,81,36,76,193,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-04-01,0,80,27,66,173,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-05-01,0,69,23,57,149,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-06-01,0,48,12,38,98,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-07-01,0,54,16,46,116,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-08-01,0,99,57,80,236,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-09-01,0,100,49,85,234,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-10-01,0,99,38,73,210,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-11-01,0,34,18,25,77,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-12-01,0,12,4,10,26,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-01-01,0,21,6,14,41,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-02-01,0,32,11,23,66,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-03-01,0,44,33,35,112,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-04-01,0,51,18,44,113,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-05-01,0,117,55,96,268,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-06-01,0,102,24,71,197,Ikwuano,Direct monthly mapping: Jan 2021--Apr 2026,True
